date,block_number,token_address,token_name,token_decimals,balance,has_error
2021-09-20,13265753,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,7.0,False
2021-09-21,13272249,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,7.0002,False
2021-09-22,13278686,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,61335.549028290276,False
2021-09-23,13285097,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,277136.75131432427,False
2021-09-24,13291552,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,623258.1636282513,False
2021-09-25,13298125,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,825296.5538007037,False
2021-09-26,13304527,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,958145.6478608821,False
2021-09-27,13310981,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,2516776.1251711817,False
2021-09-28,13317339,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,3962072.3849647054,False
2021-09-29,13323751,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,4230076.034903953,False
2021-09-30,13330089,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,7156323.335024405,False
2021-10-01,13336574,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,7744846.480531853,False
2021-10-02,13342962,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,8054197.257021719,False
2021-10-03,13349325,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,10038514.206750885,False
2021-10-04,13355691,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,10687587.567376608,False
2021-10-05,13362102,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,10937315.674808202,False
2021-10-06,13368529,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,13035260.337953612,False
2021-10-07,13374853,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,13704200.583662376,False
2021-10-08,13381270,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,16179538.54093656,False
2021-10-09,13387619,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,17810158.507673673,False
2021-10-10,13393994,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,17990559.394551013,False
2021-10-11,13400376,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,18694252.914329465,False
2021-10-12,13406729,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,18776078.19503234,False
2021-10-13,13413049,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,18698227.959420953,False
2021-10-14,13419379,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,20817021.079671495,False
2021-10-15,13425697,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,20832546.68627506,False
2021-10-16,13432143,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21436305.1062633,False
2021-10-17,13438528,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,20926544.30047477,False
2021-10-18,13444844,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21010649.35796973,False
2021-10-19,13451284,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21047357.927889336,False
2021-10-20,13457638,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21213650.64604484,False
2021-10-21,13464125,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21490546.223133344,False
2021-10-22,13470536,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21519996.90595083,False
2021-10-23,13476884,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21333581.567979,False
2021-10-24,13483243,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21701678.320819438,False
2021-10-25,13489661,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21714766.590247717,False
2021-10-26,13496075,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21823266.590247717,False
2021-10-27,13502420,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21871964.05018173,False
2021-10-28,13508828,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21423127.299811028,False
2021-10-29,13515196,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21535090.365292452,False
2021-10-30,13521541,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21544879.812333748,False
2021-10-31,13527858,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21653746.577156194,False
2021-11-01,13534281,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21727363.81681227,False
2021-11-02,13540589,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,21982826.367178068,False
2021-11-03,13546974,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,22081293.307465285,False
2021-11-04,13553256,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,22124327.354753103,False
2021-11-05,13559702,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,22945075.544182457,False
2021-11-06,13566041,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,22975110.64445777,False
2021-11-07,13572493,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,23027784.094953787,False
2021-11-08,13578839,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,23065696.484889325,False
2021-11-09,13585211,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,23241617.331882894,False
2021-11-10,13591593,0x6B175474E89094C44Da98b954EedeAC495271d0F,dai,18,23268364.533055633,False
