date,block_number,token_address,token_name,token_decimals,balance,timestamp,price,balance_usd,token_amount,balance_eth,escrow_address,escrow_address_rdbl
2021-11-17,13636021,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,980213007.2860539,2021-11-17,1.0044383635153933,984563548.9349062,980213007286054.0,0.0009802130072860539,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-17,13636021,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-17,13.412100348183953,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-18,13642393,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,977478176.2364392,2021-11-18,0.996682593104142,974235483.3940418,977478176236439.2,0.0009774781762364392,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-18,13642393,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-18,12.141411101191466,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-19,13648625,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,978964752.0813028,2021-11-19,1.0039336975026876,982815703.2817844,978964752081302.8,0.0009789647520813028,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-19,13648625,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-19,13.9897790767259,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-20,13654920,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,974602939.8654199,2021-11-20,0.9994506631543632,974067554.5606858,974602939865420.0,0.00097460293986542,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-20,13654920,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-20,14.129833024182718,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-21,13661207,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,975351512.0920607,2021-11-21,1.0028870341966751,978167385.2612497,975351512092060.6,0.0009753515120920608,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-21,13661207,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-21,13.36585500978068,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-22,13667574,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,995532578.6723679,2021-11-22,1.0031066662278725,998625366.113276,995532578672368.0,0.000995532578672368,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-22,13667574,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-22,14.373326381880755,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-23,13673913,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,991541939.54068,2021-11-23,0.9983438495875936,989899796.9485916,991541939540680.0,0.0009915419395406801,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-23,13673913,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-23,15.830519875237995,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-24,13680217,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,959666777.9685539,2021-11-24,0.9995260676044552,959211960.7935463,959666777968554.0,0.0009596667779685539,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-24,13680217,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-24,14.695100502985744,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-25,13686520,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,960536396.7868699,2021-11-25,1.000979848385647,961477576.8246166,960536396786870.0,0.00096053639678687,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-25,13686520,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-25,15.01733822052451,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-26,13692738,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,935001959.017169,2021-11-26,0.9997012259806928,934722604.7238133,935001959017169.0,0.0009350019590171687,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-26,13692738,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-26,13.044076118344293,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-27,13699124,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,941031911.930278,2021-11-27,1.0023766143583284,943268381.8838166,941031911930278.0,0.000941031911930278,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-27,13699124,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-27,12.943941121124046,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-28,13705380,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,926709942.519941,2021-11-28,0.9987581592984336,925559116.3947736,926709942519941.0,0.0009267099425199412,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-28,13705380,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-28,12.392268469710471,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-29,13711587,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,928681138.7637392,2021-11-29,0.99963724081901,928344251.1544404,928681138763739.2,0.0009286811387637392,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-29,13711587,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-29,12.672538496528116,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-30,13717846,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,933566208.628526,2021-11-30,0.9993354817991684,932945836.8912108,933566208628526.0,0.000933566208628526,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-11-30,13717846,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-11-30,12.648965067337857,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-01,13724083,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,882697486.0256289,2021-12-01,1.0014178214456393,883948993.4513279,882697486025628.9,0.0008826974860256289,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-01,13724083,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-12-01,12.833044658921258,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-02,13730329,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,896201571.246646,2021-12-02,1.0004445350531634,896599964.2597654,896201571246646.0,0.0008962015712466461,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-02,13730329,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-12-02,13.33027651333184,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-03,13736623,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,970756215.531023,2021-12-03,0.9989887805143308,969774567.9300436,970756215531023.0,0.0009707562155310233,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-03,13736623,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-12-03,12.296308268867412,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-04,13742800,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,987136904.563122,2021-12-04,0.9998322648038168,986971326.9607756,987136904563122.0,0.0009871369045631221,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-04,13742800,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-12-04,9.808637802185302,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-05,13749028,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,983660406.979115,2021-12-05,1.0017796281279263,985410956.7077024,983660406979115.0,0.000983660406979115,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-05,13749028,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,0.0,2021-12-05,8.591244891568554,0.0,0.0,0.0,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-06,13755301,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,982286197.0137099,2021-12-06,1.000681947400792,982956064.5325973,982286197013710.0,0.00098228619701371,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-06,13755301,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-06,9.01382770570279,1349.533871465738,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-07,13761567,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,977517084.124534,2021-12-07,0.9969160673085102,974502487.2323127,977517084124534.0,0.0009775170841245342,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-07,13761567,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-07,8.786989767879389,1315.5721084477427,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-08,13767792,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,980850176.441125,2021-12-08,0.9951403396581726,976083577.7373996,980850176441125.0,0.000980850176441125,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-08,13767792,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-08,9.45075915886284,1414.9504530557294,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-09,13774074,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,983885574.263109,2021-12-09,0.9981867232086232,982101517.3859273,983885574263109.0,0.0009838855742631092,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-09,13774074,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-09,8.757164500723492,1311.1067237558507,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-10,13780501,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,980368780.614189,2021-12-10,0.9987306390518486,979124338.7692906,980368780614189.0,0.000980368780614189,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-10,13780501,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-10,9.259162536799396,1386.264955664932,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-11,13786989,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,978155112.022506,2021-12-11,1.0000042269052136,978159246.5914488,978155112022506.0,0.0009781551120225062,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-11,13786989,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-11,9.168156164568547,1372.6396473215025,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-12,13793512,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,976967234.729492,2021-12-12,1.0010093713644015,977953357.4801863,976967234729492.0,0.0009769672347294922,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-12,13793512,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-12,9.041357082187217,1353.6555195867202,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-13,13799998,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,985861403.368549,2021-12-13,1.0008304916099962,986680152.9926656,985861403368549.0,0.000985861403368549,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-13,13799998,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-13,8.130684380628978,1217.3112608879974,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-14,13806389,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,991484360.610482,2021-12-14,1.0013814037396784,992854000.8140619,991484360610482.0,0.0009914843606104822,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-14,13806389,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-14,8.266389143123995,1237.628730833687,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-15,13812867,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,991380221.023498,2021-12-15,0.9990543788907208,990442750.9591764,991380221023498.0,0.0009913802210234982,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-15,13812867,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-15,8.556234230369299,1281.0238095379325,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-16,13819264,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,988543481.80786,2021-12-16,1.0018290760306787,990351602.9957184,988543481807860.0,0.00098854348180786,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-16,13819264,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-16,8.104529755803032,1213.3954380821367,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-17,13825732,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,987067551.276638,2021-12-17,1.001370589630595,988420415.8271148,987067551276638.0,0.0009870675512766384,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-17,13825732,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-17,7.855210595399951,1176.0678273539568,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-18,13832240,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,981532186.447084,2021-12-18,0.9984148331905988,979976294.2027688,981532186447084.0,0.000981532186447084,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-18,13832240,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-18,8.120125193150834,1215.7303585652369,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-19,13838693,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,981737313.544924,2021-12-19,1.0024457113514944,984138359.6368463,981737313544924.0,0.000981737313544924,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-19,13838693,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-19,7.9093132716858205,1184.1679815357961,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-20,13845238,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,982848048.8821948,2021-12-20,1.0039156461035514,986696534.0151836,982848048882194.8,0.0009828480488821947,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-20,13845238,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-20,7.393682522895542,1106.968684701947,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-21,13851680,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,967034722.900245,2021-12-21,1.0029647998655151,969901787.316648,967034722900245.0,0.0009670347229002453,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-21,13851680,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-21,7.548460355748732,1130.1417400128767,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-22,13858106,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,958766948.961009,2021-12-22,1.0044617880356448,963044763.8628553,958766948961009.0,0.0009587669489610092,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-22,13858106,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-22,8.382304308855684,1254.9833383854275,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-23,13864521,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,959638588.321696,2021-12-23,1.002327752772166,961872389.7059393,959638588321696.0,0.0009596385883216961,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-23,13864521,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-23,8.80558899841839,1318.3567513780376,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-24,13870989,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,960249986.133902,2021-12-24,1.000377164378384,960612158.2230154,960249986133902.0,0.0009602499861339019,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-24,13870989,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-24,8.635632775106027,1292.9112150848025,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-25,13877449,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,963828995.377424,2021-12-25,0.9998219283083756,963657364.7177805,963828995377424.0,0.0009638289953774241,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-25,13877449,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-25,9.071404727801637,1358.1541983765096,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-26,13883916,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,968470869.3674928,2021-12-26,1.0019372580874408,970347047.391626,968470869367492.8,0.0009684708693674927,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-26,13883916,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-26,9.195219847170012,1376.691572602276,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-27,13890393,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,977346629.8068633,2021-12-27,0.998176741950284,975564674.6967052,977346629806863.2,0.0009773466298068634,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-27,13890393,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-27,10.125207591083825,1515.9276442731002,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-28,13896835,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,975868091.302507,2021-12-28,1.0039455661185095,979718443.3796848,975868091302507.0,0.0009758680913025072,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-28,13896835,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-28,10.215705645828661,1529.476848248083,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-29,13903354,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,979771864.0567688,2021-12-29,0.9995820122240608,979362331.394384,979771864056768.8,0.0009797718640567688,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-29,13903354,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-29,8.677196372848387,1299.134041258616,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-30,13909786,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,974097312.411132,2021-12-30,1.0028975077172628,976919766.8912082,974097312411132.0,0.0009740973124111321,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-30,13909786,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-30,8.359727063425176,1251.6031143088585,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-31,13916165,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,974924632.223098,2021-12-31,1.000753990629655,975659716.260414,974924632223098.0,0.000974924632223098,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2021-12-31,13916165,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2021-12-31,8.117248258058515,1215.2996290816195,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-01,13922671,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,979570266.234044,2022-01-01,1.0011368656393138,980683906.0110188,979570266234044.0,0.0009795702662340438,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-01,13922671,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-01,8.419513515436492,1260.554233043132,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-02,13929166,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,975955479.698911,2022-01-02,0.999944489613786,975901304.033305,975955479698911.0,0.0009759554796989107,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-02,13929166,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-02,8.738155395617088,1308.2607151516354,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-03,13935627,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,979032481.662491,2022-01-03,0.99962097757349,978661406.3956592,979032481662491.0,0.000979032481662491,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-03,13935627,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-03,8.310855056698102,1244.2860864492109,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-04,13942121,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,975518826.954952,2022-01-04,0.9992633115121896,974800173.465492,975518826954952.0,0.000975518826954952,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-04,13942121,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-04,8.294547210420681,1241.8445053983428,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-05,13948581,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,989603790.240689,2022-01-05,0.9908826219109398,980581198.3266977,989603790240689.0,0.000989603790240689,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-05,13948581,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-05,7.897067520459736,1182.3345699596366,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-06,13954973,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,992721547.9130868,2022-01-06,1.0011997747793775,993912590.1892176,992721547913086.8,0.0009927215479130867,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-06,13954973,0x92D6C1e31e14520e676a687F0a93788B716BEff5,dydx,18,149.71817917175483,2022-01-06,7.646548921013602,1144.827381401903,1.4971817917175484e+20,149.71817917175483,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
2022-01-07,13961396,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,usd-coin,6,987698363.291823,2022-01-07,0.9958845945896316,983633584.1037195,987698363291823.0,0.000987698363291823,0xD54f502e184B6B739d7D27a6410a67dc462D69c8,L2PerpetualContract
