date,block_number,token_address,token_name,token_decimals,balance,escrow_address,escrow_address_rdbl,timestamp,price,balance_usd,token_amount,balance_eth
2023-02-19,16666055,0x4Fabb145d64652a948d72533023f6E7A623C7C53,binance-usd,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.9994681336046612,0.0,0.0,0.0
2023-02-19,16666055,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,wrapped-bitcoin,8,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,24488.764195751733,0.0,0.0,0.0
2023-02-19,16666055,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,rocket-pool,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,51.4926646276574,0.0,0.0,0.0
2023-02-19,16666055,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,woo-network,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.2613229963305512,0.0,0.0,0.0
2023-02-19,16666055,0xae78736Cd615f374D3085123A210448E74Fc6393,rocket-pool-eth,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,1809.5045038219546,0.0,0.0,0.0
2023-02-19,16666055,0x111111111117dC0aa78b770fA6A738034120C302,1inch,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.5754624700843626,0.0,0.0,0.0
2023-02-19,16666055,0xcf0C122c6b73ff809C693DB761e7BaeBe62b6a2E,floki,9,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,4.952577375204983e-05,0.0,0.0,0.0
2023-02-19,16666055,0xba100000625a3754423978a60c9317c58a424e3D,balancer,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,7.264138292197987,0.0,0.0,0.0
2023-02-19,16666055,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,liquity-usd,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,1.0017044981359178,0.0,0.0,0.0
2023-02-19,16666055,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,liquity,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,1.1018066146758123,0.0,0.0,0.0
2023-02-19,16666055,0x8A7aDc1B690E81c758F1BD0F72DFe27Ae6eC56A5,bolide,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.021933231150383987,0.0,0.0,0.0
2023-02-19,16666055,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,kyber-network-crystal,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.8683574976292089,0.0,0.0,0.0
2023-02-19,16666055,0xbC396689893D065F41bc2C6EcbeE5e0085233447,perpetual-protocol,18,0.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,0.7862780725360792,0.0,0.0,0.0
2023-02-19,16666055,0xA49d7499271aE71cd8aB9Ac515e6694C755d400c,mute,18,10.0,0x57891966931Eb4Bb6FB81430E6cE0A03AAbDe063,ZkSyncErc20Escrow,2023-02-19,1.2754949334383836,12.754949334383836,1e+19,10.0
