date,block_number,token_address,token_name,token_decimals,token_balance
2022-09-20,15578118,ether,ethereum,18,0.0
2022-09-21,15585172,ether,ethereum,18,0.0
2022-09-22,15592324,ether,ethereum,18,0.0
2022-09-23,15599491,ether,ethereum,18,0.0
2022-09-24,15606659,ether,ethereum,18,0.0
2022-09-25,15613827,ether,ethereum,18,0.0
2022-09-26,15620975,ether,ethereum,18,0.0
2022-09-27,15628116,ether,ethereum,18,0.0
2022-09-28,15635278,ether,ethereum,18,0.0
2022-09-29,15642432,ether,ethereum,18,0.0
2022-09-30,15649594,ether,ethereum,18,0.0
2022-10-01,15656731,ether,ethereum,18,0.0
2022-10-02,15663906,ether,ethereum,18,0.0
2022-10-03,15671063,ether,ethereum,18,0.0
2022-10-04,15678195,ether,ethereum,18,0.0
2022-10-05,15685343,ether,ethereum,18,0.0
2022-10-06,15692500,ether,ethereum,18,0.0
2022-10-07,15699646,ether,ethereum,18,0.0
2022-10-08,15706815,ether,ethereum,18,0.0
2022-10-09,15713977,ether,ethereum,18,0.0
2022-10-10,15721142,ether,ethereum,18,0.0
2022-10-11,15728306,ether,ethereum,18,0.0
2022-10-12,15735470,ether,ethereum,18,0.0
2022-10-13,15742627,ether,ethereum,18,0.0
2022-10-14,15749789,ether,ethereum,18,0.0
2022-10-15,15756956,ether,ethereum,18,0.0
2022-10-16,15764113,ether,ethereum,18,0.0
2022-10-17,15771267,ether,ethereum,18,0.0
2022-10-18,15778435,ether,ethereum,18,0.0
2022-10-19,15785589,ether,ethereum,18,0.0
2022-10-20,15792754,ether,ethereum,18,0.0
2022-10-21,15799919,ether,ethereum,18,0.0
2022-10-22,15807085,ether,ethereum,18,0.0
2022-10-23,15814248,ether,ethereum,18,0.0
2022-10-24,15821368,ether,ethereum,18,0.0
2022-10-25,15828520,ether,ethereum,18,0.0
2022-10-26,15835686,ether,ethereum,18,0.0
2022-10-27,15842848,ether,ethereum,18,0.0
2022-10-28,15850000,ether,ethereum,18,0.0
2022-10-29,15857150,ether,ethereum,18,0.0
2022-10-30,15864318,ether,ethereum,18,0.0
2022-10-31,15871479,ether,ethereum,18,0.0
2022-11-01,15878616,ether,ethereum,18,0.0
2022-11-02,15885772,ether,ethereum,18,0.0
2022-11-03,15892927,ether,ethereum,18,0.0
2022-11-04,15900095,ether,ethereum,18,0.0
2022-11-05,15907252,ether,ethereum,18,0.0
2022-11-06,15914420,ether,ethereum,18,0.0
2022-11-07,15921588,ether,ethereum,18,0.0
2022-11-08,15928753,ether,ethereum,18,0.0
2022-11-09,15935899,ether,ethereum,18,0.0
2022-11-10,15943060,ether,ethereum,18,0.0
2022-11-11,15950211,ether,ethereum,18,0.0
2022-11-12,15957379,ether,ethereum,18,0.0
2022-11-13,15964551,ether,ethereum,18,0.0
2022-11-14,15971718,ether,ethereum,18,0.0
2022-11-15,15978869,ether,ethereum,18,0.0
2022-11-16,15986019,ether,ethereum,18,0.0
2022-11-17,15993178,ether,ethereum,18,0.0
2022-11-18,16000337,ether,ethereum,18,0.0
2022-11-19,16007502,ether,ethereum,18,0.0
2022-11-20,16014665,ether,ethereum,18,0.0
2022-11-21,16021828,ether,ethereum,18,0.0
2022-11-22,16028978,ether,ethereum,18,0.0
2022-11-23,16036115,ether,ethereum,18,0.0
2022-11-24,16043281,ether,ethereum,18,0.0
2022-11-25,16050437,ether,ethereum,18,0.0
2022-11-26,16057596,ether,ethereum,18,0.0
2022-11-27,16064755,ether,ethereum,18,0.0
2022-11-28,16071930,ether,ethereum,18,0.0
2022-11-29,16079082,ether,ethereum,18,0.0
2022-11-30,16086233,ether,ethereum,18,0.0
2022-12-01,16093396,ether,ethereum,18,0.0
2022-12-02,16100563,ether,ethereum,18,0.0
2022-12-03,16107726,ether,ethereum,18,0.0
2022-12-04,16114880,ether,ethereum,18,0.0
2022-12-05,16122024,ether,ethereum,18,0.0
2022-12-06,16129194,ether,ethereum,18,0.0
2022-12-07,16136269,ether,ethereum,18,0.0
2022-12-08,16143430,ether,ethereum,18,0.0
2022-12-09,16150582,ether,ethereum,18,0.0
2022-12-10,16157747,ether,ethereum,18,0.0
2022-12-11,16164907,ether,ethereum,18,0.0
2022-12-12,16172063,ether,ethereum,18,0.0
2022-12-13,16179214,ether,ethereum,18,0.0
2022-12-14,16186377,ether,ethereum,18,0.0
2022-12-15,16193533,ether,ethereum,18,0.0
2022-12-16,16200693,ether,ethereum,18,0.0
2022-12-17,16207856,ether,ethereum,18,0.0
2022-12-18,16215018,ether,ethereum,18,0.0
2022-12-19,16222182,ether,ethereum,18,0.0
2022-12-20,16229350,ether,ethereum,18,0.0
2022-12-21,16236513,ether,ethereum,18,0.0
2022-12-22,16243691,ether,ethereum,18,0.0
2022-12-23,16250871,ether,ethereum,18,0.0
2022-12-24,16258037,ether,ethereum,18,0.0
2022-12-25,16265205,ether,ethereum,18,0.0
2022-12-26,16272367,ether,ethereum,18,0.0
2022-12-27,16279523,ether,ethereum,18,0.0
2022-12-28,16286696,ether,ethereum,18,0.0
2022-12-29,16293857,ether,ethereum,18,0.0
2022-12-30,16301023,ether,ethereum,18,0.0
2022-12-31,16308189,ether,ethereum,18,0.0
2023-01-01,16315361,ether,ethereum,18,0.0
2023-01-02,16322532,ether,ethereum,18,0.0
2023-01-03,16329700,ether,ethereum,18,0.0
2023-01-04,16336870,ether,ethereum,18,0.0
2023-01-05,16344023,ether,ethereum,18,0.0
2023-01-06,16351183,ether,ethereum,18,0.0
2023-01-07,16358346,ether,ethereum,18,0.0
2023-01-08,16365511,ether,ethereum,18,0.0
2023-01-09,16372678,ether,ethereum,18,0.0
2023-01-10,16379844,ether,ethereum,18,0.0
2023-01-11,16386999,ether,ethereum,18,0.0
2023-01-12,16394155,ether,ethereum,18,0.0
2023-01-13,16401317,ether,ethereum,18,0.0
2023-01-14,16408487,ether,ethereum,18,0.0
2023-01-15,16415633,ether,ethereum,18,0.0
2023-01-16,16422793,ether,ethereum,18,0.0
2023-01-17,16429964,ether,ethereum,18,0.0
2023-01-18,16437129,ether,ethereum,18,0.0
2023-01-19,16444289,ether,ethereum,18,0.0
2023-01-20,16451457,ether,ethereum,18,0.0
2023-01-21,16458620,ether,ethereum,18,0.0
2023-01-22,16465780,ether,ethereum,18,0.0
2023-01-23,16472945,ether,ethereum,18,0.0
2023-01-24,16480111,ether,ethereum,18,0.0
2023-01-25,16487269,ether,ethereum,18,0.0
2023-01-26,16494435,ether,ethereum,18,0.0
2023-01-27,16501588,ether,ethereum,18,0.0
2023-01-28,16508757,ether,ethereum,18,0.0
2023-01-29,16515916,ether,ethereum,18,0.0
2023-01-30,16523084,ether,ethereum,18,0.0
2023-01-31,16530247,ether,ethereum,18,0.0
2023-02-01,16537406,ether,ethereum,18,0.0
2023-02-02,16544547,ether,ethereum,18,0.0
2023-02-03,16551700,ether,ethereum,18,0.0
2023-02-04,16558856,ether,ethereum,18,0.0
2023-02-05,16566022,ether,ethereum,18,0.0
2023-02-06,16573189,ether,ethereum,18,0.0
2023-02-07,16580337,ether,ethereum,18,0.0
2023-02-08,16587476,ether,ethereum,18,0.0
2023-02-09,16594631,ether,ethereum,18,0.0
2023-02-10,16601799,ether,ethereum,18,0.0
2023-02-11,16608957,ether,ethereum,18,0.0
2023-02-12,16616115,ether,ethereum,18,0.0
2023-02-13,16623274,ether,ethereum,18,0.0
2023-02-14,16630422,ether,ethereum,18,0.0
2023-02-15,16637574,ether,ethereum,18,0.0
2023-02-16,16644732,ether,ethereum,18,0.0
2023-02-17,16651829,ether,ethereum,18,0.0
2023-02-18,16658938,ether,ethereum,18,0.0
2023-02-19,16666055,ether,ethereum,18,0.0
2023-02-20,16673184,ether,ethereum,18,0.0
2023-02-21,16680299,ether,ethereum,18,0.0
2023-02-22,16687395,ether,ethereum,18,0.0
2023-02-23,16694513,ether,ethereum,18,0.0
2023-02-24,16701598,ether,ethereum,18,0.0
2023-02-25,16708710,ether,ethereum,18,0.0
2023-02-26,16715829,ether,ethereum,18,0.0
2023-02-27,16722962,ether,ethereum,18,0.0
2023-02-28,16730071,ether,ethereum,18,0.0
2023-03-01,16737189,ether,ethereum,18,0.0
2023-03-02,16744288,ether,ethereum,18,0.0
2023-03-03,16751387,ether,ethereum,18,0.0
2023-03-04,16758495,ether,ethereum,18,0.0
2023-03-05,16765615,ether,ethereum,18,0.0
2023-03-06,16772727,ether,ethereum,18,0.0
2023-03-07,16779843,ether,ethereum,18,0.0
2023-03-08,16786948,ether,ethereum,18,0.0
2023-03-09,16794061,ether,ethereum,18,0.0
2023-03-10,16801143,ether,ethereum,18,0.0
2023-03-11,16808257,ether,ethereum,18,0.0
2023-03-12,16815366,ether,ethereum,18,0.0
2023-03-13,16822491,ether,ethereum,18,0.0
2023-03-14,16829609,ether,ethereum,18,0.0
2023-03-15,16836710,ether,ethereum,18,0.0
2023-03-16,16843829,ether,ethereum,18,0.0
2023-03-17,16850945,ether,ethereum,18,0.0
2023-03-18,16858066,ether,ethereum,18,0.0
2023-03-19,16865180,ether,ethereum,18,0.0
2023-03-20,16872312,ether,ethereum,18,0.0
2023-03-21,16879427,ether,ethereum,18,0.0
2023-03-22,16886552,ether,ethereum,18,0.0
2023-03-23,16893656,ether,ethereum,18,0.0
2023-03-24,16900777,ether,ethereum,18,0.0
2023-03-25,16907899,ether,ethereum,18,0.0
2023-03-26,16915021,ether,ethereum,18,0.0
2023-03-27,16922136,ether,ethereum,18,0.0
2023-03-28,16929247,ether,ethereum,18,0.0
2023-03-29,16936360,ether,ethereum,18,0.0
2023-03-30,16943478,ether,ethereum,18,0.0
2023-04-01,16957716,ether,ethereum,18,0.0
2023-04-02,16964815,ether,ethereum,18,0.0
2023-04-03,16971893,ether,ethereum,18,0.0
2023-04-04,16978914,ether,ethereum,18,0.0
2023-04-05,16985956,ether,ethereum,18,0.0
2023-04-06,16992951,ether,ethereum,18,0.0
2023-04-07,17000009,ether,ethereum,18,0.0
2023-04-08,17007071,ether,ethereum,18,0.0
2023-04-09,17014116,ether,ethereum,18,0.0
2023-04-10,17021180,ether,ethereum,18,0.0
2023-04-11,17028241,ether,ethereum,18,0.0
2023-04-12,17035257,ether,ethereum,18,0.0
2023-04-13,17041765,ether,ethereum,18,0.0
2023-04-14,17048771,ether,ethereum,18,0.0
2023-04-15,17055791,ether,ethereum,18,0.0
2023-04-16,17062833,ether,ethereum,18,0.0
2023-04-17,17069898,ether,ethereum,18,0.0
2023-04-18,17076966,ether,ethereum,18,0.0
2023-04-19,17084047,ether,ethereum,18,0.0
2023-04-20,17091074,ether,ethereum,18,0.0
2023-04-21,17098172,ether,ethereum,18,0.0
2023-04-22,17105309,ether,ethereum,18,0.0
2023-04-23,17112440,ether,ethereum,18,0.0
2023-04-24,17119571,ether,ethereum,18,0.0
2023-04-25,17126694,ether,ethereum,18,0.0
2023-04-26,17133819,ether,ethereum,18,0.0
2023-04-27,17140929,ether,ethereum,18,0.0
2023-04-28,17148050,ether,ethereum,18,0.0
2023-04-29,17155163,ether,ethereum,18,0.0
2023-04-30,17162286,ether,ethereum,18,0.0
