date,block_number,token_address,token_name,token_decimals,balance
2023-03-28,16929247,ether,ethereum,18,288988.7113174485
2023-03-29,16936360,ether,ethereum,18,287963.4595604551
2023-03-30,16943478,ether,ethereum,18,287889.91520177346
2023-04-01,16957716,ether,ethereum,18,287140.57456410147
2023-04-02,16964815,ether,ethereum,18,287546.6002623545
2023-04-03,16971893,ether,ethereum,18,287662.480284379
2023-04-04,16978914,ether,ethereum,18,288086.0843007407
2023-04-05,16985956,ether,ethereum,18,288891.30238760245
2023-04-06,16992951,ether,ethereum,18,288873.09027946665
2023-04-07,17000009,ether,ethereum,18,289210.19870405766
2023-04-08,17007071,ether,ethereum,18,288203.514023604
2023-04-09,17014116,ether,ethereum,18,288381.6192451756
2023-04-10,17021180,ether,ethereum,18,288098.20655509434
2023-04-11,17028241,ether,ethereum,18,288191.32277886727
2023-04-12,17035257,ether,ethereum,18,287567.0955902203
2023-04-13,17041765,ether,ethereum,18,288119.39319685375
2023-04-14,17048771,ether,ethereum,18,288673.5329569423
2023-04-15,17055791,ether,ethereum,18,288940.33323033544
2023-04-16,17062833,ether,ethereum,18,289559.8792851443
2023-04-17,17069898,ether,ethereum,18,291506.52231196343
2023-04-18,17076966,ether,ethereum,18,290869.2955958368
2023-04-19,17084047,ether,ethereum,18,291792.7800695811
2023-04-20,17091074,ether,ethereum,18,291979.91734963196
2023-04-21,17098172,ether,ethereum,18,292157.8622839269
2023-04-22,17105309,ether,ethereum,18,292306.61106023146
2023-04-23,17112440,ether,ethereum,18,292369.67663677933
2023-04-24,17119571,ether,ethereum,18,292567.0598953275
2023-04-25,17126694,ether,ethereum,18,293046.9749162087
2023-04-26,17133819,ether,ethereum,18,294155.2344869084
2023-04-27,17140929,ether,ethereum,18,294389.9086049788
2023-04-28,17148050,ether,ethereum,18,293614.92895101797
2023-04-29,17155163,ether,ethereum,18,293568.9654782092
2023-04-30,17162286,ether,ethereum,18,293623.91439472756
