date,block_number,token_address,token_name,token_decimals,token_balance
2023-01-07,16358346,ether,ethereum,18,824336.6667510245
2023-01-08,16365511,ether,ethereum,18,824391.8264901051
2023-01-09,16372678,ether,ethereum,18,824551.4983876689
2023-01-10,16379844,ether,ethereum,18,824869.9606500389
2023-01-11,16386999,ether,ethereum,18,825727.5065069341
2023-01-12,16394155,ether,ethereum,18,826678.1825667096
2023-01-13,16401317,ether,ethereum,18,827007.3924005027
2023-01-14,16408487,ether,ethereum,18,828806.4537859919
2023-01-15,16415633,ether,ethereum,18,829171.4614844744
2023-01-16,16422793,ether,ethereum,18,830032.6002344184
2023-01-17,16429964,ether,ethereum,18,830172.8172852225
2023-01-18,16437129,ether,ethereum,18,830967.1983220873
2023-01-19,16444289,ether,ethereum,18,836042.1510982213
2023-01-20,16451457,ether,ethereum,18,836875.1025942815
2023-01-21,16458620,ether,ethereum,18,838107.9436635296
2023-01-22,16465780,ether,ethereum,18,839180.3290139311
2023-01-23,16472945,ether,ethereum,18,839568.7113600295
2023-01-24,16480111,ether,ethereum,18,842410.4561944907
2023-01-25,16487269,ether,ethereum,18,844722.257877653
2023-01-26,16494435,ether,ethereum,18,848621.1765913984
2023-01-27,16501588,ether,ethereum,18,849738.2925735952
2023-01-28,16508757,ether,ethereum,18,850740.2014374802
2023-01-29,16515916,ether,ethereum,18,851819.9457549885
2023-01-30,16523084,ether,ethereum,18,852975.305866906
2023-01-31,16530247,ether,ethereum,18,854014.7618438351
2023-02-01,16537406,ether,ethereum,18,857723.4023482705
2023-02-02,16544547,ether,ethereum,18,859083.5162566783
2023-02-03,16551700,ether,ethereum,18,860821.412578874
2023-02-04,16558856,ether,ethereum,18,863503.1993925341
2023-02-05,16566022,ether,ethereum,18,864568.2382178275
2023-02-06,16573189,ether,ethereum,18,866094.8276863948
2023-02-07,16580337,ether,ethereum,18,868615.8194720538
2023-02-08,16587476,ether,ethereum,18,872343.427414434
2023-02-09,16594631,ether,ethereum,18,874196.2783652139
2023-02-10,16601799,ether,ethereum,18,876466.766502216
2023-02-11,16608957,ether,ethereum,18,878854.1796510931
2023-02-12,16616115,ether,ethereum,18,882451.3759144382
2023-02-13,16623274,ether,ethereum,18,884599.0000303343
2023-02-14,16630422,ether,ethereum,18,886579.2236298452
2023-02-15,16637574,ether,ethereum,18,890297.9563647466
2023-02-16,16644732,ether,ethereum,18,895410.9327796224
2023-02-17,16651829,ether,ethereum,18,901415.1697532331
2023-02-18,16658938,ether,ethereum,18,907759.356853954
2023-02-19,16666055,ether,ethereum,18,910777.609339014
2023-02-20,16673184,ether,ethereum,18,916309.6042551348
2023-02-21,16680299,ether,ethereum,18,923219.3788562188
2023-02-22,16687395,ether,ethereum,18,926425.0225929806
2023-02-23,16694513,ether,ethereum,18,933416.9371707349
2023-02-24,16701598,ether,ethereum,18,934690.1407622802
2023-02-25,16708710,ether,ethereum,18,935657.9353629156
2023-02-26,16715829,ether,ethereum,18,936285.1073796896
2023-02-27,16722962,ether,ethereum,18,938608.890953504
2023-02-28,16730071,ether,ethereum,18,941077.5325237231
2023-03-01,16737189,ether,ethereum,18,946136.7607471531
2023-03-02,16744288,ether,ethereum,18,949135.5229135988
2023-03-03,16751387,ether,ethereum,18,950413.6406838115
2023-03-04,16758495,ether,ethereum,18,952905.8663957892
2023-03-05,16765615,ether,ethereum,18,954266.9768344695
2023-03-06,16772727,ether,ethereum,18,954694.9354357918
2023-03-07,16779843,ether,ethereum,18,956005.4411323993
2023-03-08,16786948,ether,ethereum,18,956095.0900115252
2023-03-09,16794061,ether,ethereum,18,956842.8178811142
2023-03-10,16801143,ether,ethereum,18,958529.7155038237
2023-03-11,16808257,ether,ethereum,18,964492.9088355816
2023-03-12,16815366,ether,ethereum,18,966523.7538871286
2023-03-13,16822491,ether,ethereum,18,973432.5200030834
2023-03-14,16829609,ether,ethereum,18,976209.5294041936
2023-03-15,16836710,ether,ethereum,18,978528.3406400605
2023-03-16,16843829,ether,ethereum,18,985411.5451212779
2023-03-17,16850945,ether,ethereum,18,986220.1467305734
2023-03-18,16858066,ether,ethereum,18,987281.7953195645
2023-03-19,16865180,ether,ethereum,18,998833.7781633113
2023-03-20,16872312,ether,ethereum,18,1007045.1089427491
2023-03-21,16879427,ether,ethereum,18,1012989.3600407756
2023-03-22,16886552,ether,ethereum,18,1020501.768434272
2023-03-23,16893656,ether,ethereum,18,1066808.107914356
2023-03-24,16900777,ether,ethereum,18,1072125.454014522
2023-03-25,16907899,ether,ethereum,18,1073596.6857949384
2023-03-26,16915021,ether,ethereum,18,1075490.5920394368
2023-03-27,16922136,ether,ethereum,18,1077434.4361556096
2023-03-28,16929247,ether,ethereum,18,1080004.2181889971
2023-03-29,16936360,ether,ethereum,18,1082043.5385922191
2023-03-30,16943478,ether,ethereum,18,1081347.317608099
2023-04-01,16957716,ether,ethereum,18,1081284.7865997143
2023-04-02,16964815,ether,ethereum,18,1082222.5952340818
2023-04-03,16971893,ether,ethereum,18,1086776.9756474113
2023-04-04,16978914,ether,ethereum,18,1087535.5484793321
2023-04-05,16985956,ether,ethereum,18,1088500.2777626077
2023-04-06,16992951,ether,ethereum,18,1092166.3875096748
2023-04-07,17000009,ether,ethereum,18,1093298.4459908984
2023-04-08,17007071,ether,ethereum,18,1093759.0947650108
2023-04-09,17014116,ether,ethereum,18,1094740.544428095
2023-04-10,17021180,ether,ethereum,18,1090706.1679996694
2023-04-11,17028241,ether,ethereum,18,1095045.2768978446
2023-04-12,17035257,ether,ethereum,18,1091241.241484137
2023-04-13,17041765,ether,ethereum,18,1093816.4293655402
2023-04-14,17048771,ether,ethereum,18,1096244.6880866105
2023-04-15,17055791,ether,ethereum,18,1097333.2681939178
2023-04-16,17062833,ether,ethereum,18,1097642.5972216935
2023-04-17,17069898,ether,ethereum,18,1097675.057352675
2023-04-18,17076966,ether,ethereum,18,1097566.3792799246
2023-04-19,17084047,ether,ethereum,18,1091420.8856423888
2023-04-20,17091074,ether,ethereum,18,1092606.3939022329
2023-04-21,17098172,ether,ethereum,18,1093789.7207800841
2023-04-22,17105309,ether,ethereum,18,1095522.2700037921
2023-04-23,17112440,ether,ethereum,18,1096263.9450486966
2023-04-24,17119571,ether,ethereum,18,1087570.1386338586
2023-04-25,17126694,ether,ethereum,18,1088484.326554927
2023-04-26,17133819,ether,ethereum,18,1073754.5445174472
2023-04-27,17140929,ether,ethereum,18,1075924.555632016
2023-04-28,17148050,ether,ethereum,18,1076937.2348396336
2023-04-29,17155163,ether,ethereum,18,1077616.155844563
2023-04-30,17162286,ether,ethereum,18,1077685.5578996595
